ID	Form	Last_form	Rarity	Name (E)	Name (J)	Group	Level	PV	KB	Movement Speed	AP	DPS	Target	Attack Frequency	Range	Cost	Respawn	Ability	Strength_White	Strength_Red	Strength_Floating	Strength_Black	Strength_Metal	Strength_Angel	Strength_Alien	Strength_Zombies	Strength_Relic	Resist_White	Resist_Red	Resist_Floating	Resist_Black	Resist_Metal	Resist_Angel	Resist_Alien	Resist_Zombies	Resist_Relic	Shockwave	Critic	Owned	DPS_White	DPS_Red	DPS_Floating	DPS_Black	DPS_Metal	DPS_Angel	DPS_Alien	DPS_Zombies	DPS_Relic	Min_Range	Max_Range
031	1	0	激レア	Bodhisattva Cat	ネコぼさつ		Lv 30 + 0	16,320	2	7	5015	2033	範囲	74	270	1650	1186	対 浮いてる敵 40％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2033	2033	2033	2033	2033	2033	2033	2033	2033	0	270	no_update
031	2	0	激レア	Avalokitesvara Cat	ネコせんじゅ		Lv 30 + 0	19,720	2	7	8415	3411	範囲	74	270	1650	1186	対 浮いてる敵 40％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3411	3411	3411	3411	3411	3411	3411	3411	3411	0	270	no_update
031	3	1	激レア	Tathagata Cat	ネコにょらい		Lv 30 + 0	19,720	2	7	8415	3411	範囲	74	300	1650	1186	対 浮いてる敵 40％の確率で120～144F動きを遅くする  対 浮いてる敵 30％の確率で120～144F攻撃力50％に低下 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3411	3411	3411	3411	3411	3411	3411	3411	3411	0	300	no_update
032	1	0	激レア	Delinquent Cat	ネコ番長		Lv 30 + 0	17,000	3	8	7395	2287	範囲	97	250	1500	1466	3連続攻撃（2,465 2,465 2,465） 対 浮いてる敵 16％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2287	2287	2287	2287	2287	2287	2287	2287	2287	0	250	no_update
032	2	0	激レア	Angry Delinquent Cat	怒りのネコ番長		Lv 30 + 0	20,400	3	8	13005	4022	範囲	97	250	1500	1466	3連続攻撃（4,335 4,335 4,335） 対 浮いてる敵 16％の確率で60～72F動きを止める  無効（止める）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4022	4022	4022	4022	4022	4022	4022	4022	4022	0	250	no_update
032	3	1	激レア	Ultra Delinquent Cat	押忍！ネコ番長		Lv 30 + 0	30,600	3	8	13005	4022	範囲	97	280	1500	1036	3連続攻撃（4,335 4,335 4,335） 対 浮いてる敵 古代種 16％の確率で60F動きを止める 無効（止める 古代の呪い）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4022	4022	4022	4022	4022	4022	4022	4022	4022	0	280	no_update
033	1	0	激レア	Hip Hop Cat	ネコザイル		Lv 30 + 0	12,750	5	11	12750	1962	単体	195	220	675	386	対 赤い敵 40％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1962	1962	1962	1962	1962	1962	1962	1962	1962	0	220	no_update
033	2	0	激レア	Dancing Flasher Cat	ネコ裸踊り		Lv 30 + 0	25,500	5	11	25500	3923	単体	195	220	675	386	対 赤い敵 40％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3923	3923	3923	3923	3923	3923	3923	3923	3923	0	220	no_update
033	3	1	激レア	Can Can Cat	ネコカンカン		Lv 30 + 0	38,250	5	11	38250	5885	単体	195	220	675	386	対 赤い敵 60％の確率で120～144F動きを遅くする  無効（ワープ）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5885	5885	5885	5885	5885	5885	5885	5885	5885	0	220	no_update
034	1	0	激レア	Kotatsu Cat	ねこタツ		Lv 30 + 0	20,400	1	10	1700	1020	単体	50	130	720	306	対 浮いてる敵 打たれ強い（被ダメx0.25～0.2）  対 浮いてる敵 30％の確率で200～240F攻撃力50％に低下 	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	0	0	1	1020	1020	1020	1020	1020	1020	1020	1020	1020	0	130	no_update
034	2	0	激レア	Sadako Cat	ねこTV		Lv 30 + 0	27,200	1	10	3400	2040	単体	50	130	720	306	対 浮いてる敵 打たれ強い（被ダメx0.25～0.2）  対 浮いてる敵 30％の確率で200～240F攻撃力50％に低下 	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	0	0	1	2040	2040	2040	2040	2040	2040	2040	2040	2040	0	130	no_update
034	3	1	激レア	Octopus Cat	ねこタコつぼ		Lv 30 + 0	27,200	1	10	5100	2429	単体	63	130	720	306	対 浮いてる敵 打たれ強い（被ダメx0.25～0.2）  対 浮いてる敵 30％の確率で200～240F攻撃力50％に低下  波動打ち消し	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	0	0	1	2429	2429	2429	2429	2429	2429	2429	2429	2429	0	130	no_update
035	1	0	超激レア	Nekoluga	ネコルガ	Tales of the Nekoluga	Lv 30 + 0	8,500	5	4	2550	933	単体	82	140	4500	746	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	933	933	933	933	933	933	933	933	933	0	140	no_update
035	2	0	超激レア	Unknown Cat	ケサランパサラン	Tales of the Nekoluga	Lv 30 + 0	20,400	1	4	17000	898	範囲	568	650	4500	9746	対 全ての敵（メタル 無 魔 使 除く） 100％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	898	898	898	898	898	898	898	898	898	0	650	no_update
035	3	1	超激レア	Ultralan Pasalan	ウルトラケサラン	Tales of the Nekoluga	Lv 30 + 0	20,400	1	4	34000	1796	範囲	568	650	4500	9746	対 全ての敵（メタル 無 魔 使 除く） 100％の確率でふっとばす 対 全ての敵（メタル 無 魔 使 除く） 100％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1796	1796	1796	1796	1796	1796	1796	1796	1796	0	650	no_update
036	1	0	激レア	Nerd Cat	オタネコ		Lv 30 + 0	3,400	1	4	5100	638	単体	240	1200	3750	4746	遠方攻撃（1100～1500）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	638	638	638	638	638	638	638	638	638	1100	1500	no_update
036	2	0	激レア	Hacker Cat	ネコハッカー		Lv 30 + 0	3,400	1	4	5100	638	範囲	240	1200	3750	4746	遠方範囲攻撃（800～1200）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	638	638	638	638	638	638	638	638	638	800	1200	no_update
036	3	1	激レア	Cyberpunk Cat	ネコスーパーハッカー		Lv 30 + 0	3,400	1	4	7650	956	範囲	240	1200	3750	4746	対 全ての敵（メタル 無 魔 使 除く） 100％の確率で60～72F動きを遅くする  遠方範囲攻撃（800～1200）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	956	956	956	956	956	956	956	956	956	800	1200	no_update
037	1	0	激レア	Swimmer Cat	ネコスイマー		Lv 30 + 0	12,750	4	25	7480	1870	単体	120	185	675	306	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1870	1870	5610	1870	1870	1870	1870	1870	1870	0	185	no_update
037	2	0	激レア	Butterfly Cat	ネコバタフライ		Lv 30 + 0	17,850	4	25	12580	3145	単体	120	185	675	306	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3145	3145	9435	3145	3145	3145	3145	3145	3145	0	185	no_update
037	3	1	激レア	Fishman Cat	ネコ半魚人		Lv 30 + 0	20,400	4	36	15130	3783	単体	120	215	675	306	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3783	3783	11349	3783	3783	3783	3783	3783	3783	0	215	no_update
038	1	0	レア	Pogo Cat	ネコホッピング		Lv 30 + 0	5,100	3	10	1105	677	単体	49	150	360	60	50％の確率で1度だけ生き残る	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	677	677	677	677	677	677	677	677	677	0	150	no_update
038	2	0	レア	Masai Cat	ネコマサイ		Lv 30 + 0	6,800	3	10	1275	781	単体	49	150	360	60	50％の確率で1度だけ生き残る	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	781	781	781	781	781	781	781	781	781	0	150	no_update
038	3	1	レア	Jiangshi Cat	ネコキョンシー		Lv 30 + 0	6,800	3	10	1785	1093	単体	49	150	240	60	100％の確率で1度だけ生き残る	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1093	1093	1093	1093	1093	1093	1093	1093	1093	0	150	no_update
039	1	0	レア	Wheel Cat	ネコ車輪		Lv 30 + 0	10,200	2	9	3740	1650	範囲	68	170	1050	346	対 エイリアン 超ダメージ（与ダメx3～4） 	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1650	1650	1650	1650	1650	1650	4950	1650	1650	0	170	no_update
039	2	0	レア	Solar Cat	ネコ太陽		Lv 30 + 0	13,600	2	9	5440	2400	範囲	68	170	1050	346	対 エイリアン 超ダメージ（与ダメx3～4） 	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2400	2400	2400	2400	2400	2400	7200	2400	2400	0	170	no_update
039	3	1	レア	Chill Cat	ネコクール		Lv 30 + 0	13,600	2	9	7140	3150	範囲	68	200	1050	146	対 エイリアン 超ダメージ（与ダメx3～4） 	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3150	3150	3150	3150	3150	3150	9450	3150	3150	0	200	no_update
040	1	0	激レア	Apple Cat	ネコリンゴ		Lv 30 + 0	15,300	3	12	3230	1009	単体	96	180	825	386	対 赤い敵 40％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1009	1009	1009	1009	1009	1009	1009	1009	1009	0	180	no_update
040	2	0	激レア	Face Cat	カオルくん		Lv 30 + 0	20,400	3	12	6630	2072	単体	96	180	825	386	対 赤い敵 40％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2072	2072	2072	2072	2072	2072	2072	2072	2072	0	180	no_update
040	3	1	激レア	iCat	ネコアップル		Lv 30 + 0	20,400	3	12	6630	2072	範囲	96	180	825	386	対 赤い敵 100％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2072	2072	2072	2072	2072	2072	2072	2072	2072	0	180	no_update
041	1	0	激レア	Bath Cat	ネコバスたぶ		Lv 30 + 0	6,800	3	9	6800	1052	単体	194	400	750	946	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1052	3156	1052	1052	1052	1052	1052	1052	1052	0	400	no_update
041	2	0	激レア	Sexy Bathtub Cat	セクシーネコバスたぶ		Lv 30 + 0	11,900	3	9	10200	1577	単体	194	400	750	946	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1577	4731	1577	1577	1577	1577	1577	1577	1577	0	400	no_update
041	3	1	激レア	Luxury Bath Cat	ネコバスたぶゴールデン		Lv 30 + 0	20,400	3	9	10200	2125	単体	144	400	750	946	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2125	6375	2125	2125	2125	2125	2125	2125	2125	0	400	no_update
042	1	0	レア	Salon Cat	ネコエステ		Lv 30 + 0	8,160	3	10	3060	729	範囲	126	350	900	76	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	729	729	729	729	729	729	729	729	729	0	350	no_update
042	2	0	レア	Paris Cat	ネコジェンヌ		Lv 30 + 0	9,860	3	10	4250	1012	範囲	126	350	900	76	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1012	1012	1012	1012	1012	1012	1012	1012	1012	0	350	no_update
042	3	1	レア	Cyborg Cat	ネコパーフェクト		Lv 30 + 0	9,860	3	10	5440	1295	範囲	126	350	900	76	無効（攻撃力低下）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1295	1295	1295	1295	1295	1295	1295	1295	1295	0	350	no_update
043	1	0	超激レア	Ice Cat	ネコアイス	The Dynamites	Lv 30 + 0	23,800	3	8	15300	2508	範囲	183	325	3300	1746	対 赤い敵 50％の確率で120～144F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2508	2508	2508	2508	2508	2508	2508	2508	2508	0	325	no_update
043	2	0	超激レア	Ice Queen Cat	ネコアイスクイーン	The Dynamites	Lv 30 + 0	34,000	3	8	22100	3623	範囲	183	325	3300	1746	対 赤い敵 50％の確率で120～144F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3623	3623	3623	3623	3623	3623	3623	3623	3623	0	325	no_update
043	3	1	超激レア	Ice Crystal Cat	ネコアイスクリスタル	The Dynamites	Lv 30 + 0	34,000	3	8	30600	5016	範囲	183	425	3300	1746	対 赤い敵 100％の確率で120～144F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5016	5016	5016	5016	5016	5016	5016	5016	5016	0	425	no_update
044	1	0	超激レア	Cat Machine	ネコマシン	The Dynamites	Lv 30 + 0	81,600	1	9	59500	4864	範囲	367	140	3600	1946	対 赤い敵 エイリアン 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	0.25	1	1	0	0	1	4864	4864	4864	4864	4864	4864	4864	4864	4864	0	140	no_update
044	2	0	超激レア	Cat Machine Mk 2	ネコマシン・破	The Dynamites	Lv 30 + 0	102,000	1	9	94435	7719	範囲	367	140	3600	1946	対 赤い敵 エイリアン 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	0.25	1	1	0	0	1	7719	7719	7719	7719	7719	7719	7719	7719	7719	0	140	no_update
044	3	1	超激レア	Cat Machine Mk 3	ネコマシン・滅	The Dynamites	Lv 30 + 0	153,000	1	15	94435	10611	範囲	267	190	3600	1946	対 赤い敵 エイリアン 打たれ強い（被ダメx0.25～0.2）  波動打ち消し	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	0.25	1	1	0	0	1	10611	10611	10611	10611	10611	10611	10611	10611	10611	0	190	no_update
045	1	0	超激レア	Lesser Demon Cat	鬼にゃんま	The Dynamites	Lv 30 + 0	37,400	3	12	28050	12375	単体	68	180	3000	856	無効（攻撃力低下）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	12375	12375	12375	12375	12375	12375	12375	12375	12375	0	180	no_update
045	2	0	超激レア	Greater Demon Cat	鬼神にゃんま	The Dynamites	Lv 30 + 0	49,300	3	12	38250	16875	単体	68	180	3000	856	無効（攻撃力低下）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	16875	16875	16875	16875	16875	16875	16875	16875	16875	0	180	no_update
045	3	1	超激レア	Balrog Cat	獄炎鬼にゃんま	The Dynamites	Lv 30 + 0	66,300	3	12	63750	28125	単体	68	180	3000	856	無効（攻撃力低下）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	28125	28125	28125	28125	28125	28125	28125	28125	28125	0	180	no_update
046	1	0	EX	Maiko Cat	芸者ねこ		Lv 30 + 0	1,700	3	10	135	109	単体	37	140	75	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	109	109	109	109	109	109	109	109	109	0	140	no_update
046	2	1	EX	Geisha Cat	ネコでありんした		Lv 30 + 0	5,950	3	10	1360	319	単体	128	350	900	76	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	319	319	319	319	319	319	319	319	319	0	350	no_update
047	1	0	レア	Jurassic Cat	ねこジュラ		Lv 30 + 0	9,690	3	12	1240	1200	単体	31	150	525	226	5％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	1	1260	1260	1260	1260	1260	1260	1260	1260	1260	0	150	no_update
047	2	0	レア	Jurassic Cat Sitter	ねこジュラシッター		Lv 30 + 0	11,390	3	12	1410	1365	単体	31	150	525	226	5％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	1	1433	1433	1433	1433	1433	1433	1433	1433	1433	0	150	no_update
047	3	1	レア	Catasaurus	ねこジュラザウルス		Lv 30 + 0	16,490	3	12	1835	1776	単体	31	180	525	226	7％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1900	1900	1900	1900	1900	1900	1900	1900	1900	0	180	no_update
048	1	0	レア	Viking Cat	ねこファイター		Lv 30 + 0	11,305	3	11	1360	1632	単体	25	140	525	126	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	1632	2448	1632	1632	1632	1632	1632	1632	1632	0	140	no_update
048	2	0	レア	Thor Cat	メガトンファイター		Lv 30 + 0	13,005	3	11	1530	1836	単体	25	140	525	126	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	1836	2754	1836	1836	1836	1836	1836	1836	1836	0	140	no_update
048	3	1	レア	Maximum the Fighter	マキシマムファイター		Lv 30 + 0	26,010	3	11	1530	1836	範囲	25	140	525	126	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	1836	2754	1836	1836	1836	1836	1836	1836	1836	0	140	no_update
049	1	0	レア	Pirate Cat	ねこ海賊		Lv 30 + 0	5,185	3	8	560	373	単体	45	270	510	186	対 赤い敵 30％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	373	373	373	373	373	373	373	373	373	0	270	no_update
049	2	0	レア	Captain Cat	ニャーコック船長		Lv 30 + 0	5,950	3	8	730	487	単体	45	270	510	186	対 赤い敵 30％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	487	487	487	487	487	487	487	487	487	0	270	no_update
049	3	1	レア	Dread Pirate Catley	ニャック・スパロウ		Lv 30 + 0	15,300	3	8	730	487	単体	45	300	510	186	対 赤い敵 40％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	487	487	487	487	487	487	487	487	487	0	300	no_update
050	1	0	レア	Thief Cat	ねこ泥棒		Lv 30 + 0	7,855	3	13	917	917	単体	30	170	495	166	倒した時、貰えるお金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	917	917	917	917	917	917	917	917	917	0	170	no_update
050	2	0	レア	Phantom Thief Cat	怪盗ニャコン		Lv 30 + 0	9,180	3	13	1087	1087	単体	30	170	495	166	倒した時、貰えるお金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1087	1087	1087	1087	1087	1087	1087	1087	1087	0	170	no_update
050	3	1	レア	Goemon cat	ネゴエモン		Lv 30 + 0	9,180	3	13	1632	1632	範囲	30	200	495	166	倒した時、貰えるお金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1632	1632	1632	1632	1632	1632	1632	1632	1632	0	200	no_update
051	1	0	レア	Bishop Cat	ねこ僧侶		Lv 30 + 0	6,460	3	10	630	652	単体	29	200	495	126	対 浮いてる敵 20％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	652	652	652	652	652	652	652	652	652	0	200	no_update
051	2	0	レア	Monk Cat	ねこ坊主		Lv 30 + 0	7,480	3	10	800	828	単体	29	200	495	126	対 浮いてる敵 20％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	828	828	828	828	828	828	828	828	828	0	200	no_update
051	3	1	レア	Sanzo Cat	ねこ法師		Lv 30 + 0	11,220	3	10	970	1003	範囲	29	250	495	126	対 浮いてる敵 20％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1003	1003	1003	1003	1003	1003	1003	1003	1003	0	250	no_update
052	1	0	レア	Fortune Teller Cat	ねこ占い師		Lv 30 + 0	5,525	3	9	612	459	単体	40	240	510	166	対 浮いてる敵 30％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	459	459	459	459	459	459	459	459	459	0	240	no_update
052	2	0	レア	Fisherman Cat	ねこふんど師		Lv 30 + 0	6,425	3	9	782	587	単体	40	240	510	166	対 浮いてる敵 30％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	587	587	587	587	587	587	587	587	587	0	240	no_update
052	3	1	レア	Doctor Cat	ねこ医師		Lv 30 + 0	12,852	3	9	782	587	単体	40	240	510	166	対 浮いてる敵 40％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	587	587	587	587	587	587	587	587	587	0	240	no_update
053	1	0	レア	Shaman Cat	ネコシャーマン		Lv 30 + 0	5,372	3	10	765	425	単体	54	250	510	186	対 浮いてる敵 20％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	425	425	425	425	425	425	425	425	425	0	250	no_update
053	2	0	レア	Necromancer Cat	ネコラマンサー		Lv 30 + 0	6,290	3	10	935	519	単体	54	250	510	186	対 浮いてる敵 20％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	519	519	519	519	519	519	519	519	519	0	250	no_update
053	3	1	レア	Necro-Dancer Cat	ネコオドラマンサー		Lv 30 + 0	6,290	3	10	1275	708	単体	54	300	510	186	対 浮いてる敵 20％の確率で90～108F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	708	708	708	708	708	708	708	708	708	0	300	no_update
054	1	0	超激レア	Evangelist Cat	エヴァンジェリスト	Korean Version only	Lv 30 + 0	3,400	1	18	1020	27	範囲	1140	1000	499	9746	対 全ての敵（メタル 無 魔 使 除く） 100％の確率で150～180F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	27	27	27	27	27	27	27	27	27	0	1000	no_update
054	2	1	超激レア	Filibuster Cat	フィリバスター	Korean Version only	Lv 30 + 0	3,400	1	18	1020	27	範囲	1140	1000	499	9746	対 全ての敵（メタル 無 魔 使 除く） 100％の確率で150～180F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	27	27	27	27	27	27	27	27	27	0	1000	no_update
055	1	0	EX	Type 10	10式戦車		Lv 30 + 0	12,955	4	6	3910	3784	範囲	31	140	1413	926	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3784	3784	3784	3784	3784	3784	3784	3784	3784	0	140	no_update
055	2	1	EX	Cat Transportation Type 10	ネコ搭乗10式戦車		Lv 30 + 0	12,955	4	6	3910	3784	範囲	31	140	1413	926	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3784	3784	3784	3784	3784	3784	3784	3784	3784	0	140	no_update
056	1	0	レア	Witch Cat	ネコ魔女		Lv 30 + 0	6,460	3	10	630	440	単体	43	200	495	126	対 赤い敵 20％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	440	440	440	440	440	440	440	440	440	0	200	no_update
056	2	0	レア	Sorceress Cat	ネコマージョ		Lv 30 + 0	7,480	3	10	800	558	単体	43	200	495	126	対 赤い敵 20％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	558	558	558	558	558	558	558	558	558	0	200	no_update
056	3	1	レア	Enchantress Cat	ネコビマージョ		Lv 30 + 0	11,220	3	10	800	558	単体	43	250	495	126	対 赤い敵 20％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	558	558	558	558	558	558	558	558	558	0	250	no_update
057	1	0	レア	Archer Cat	ネコアーチャー		Lv 30 + 0	3,060	3	10	1665	694	単体	72	340	1230	346	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	694	694	2082	694	694	694	694	694	694	0	340	no_update
057	2	0	レア	Cupid Cat	ネコキューピット		Lv 30 + 0	4,080	3	10	1665	694	単体	72	340	1230	346	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	694	694	2082	694	694	694	694	694	694	0	340	no_update
057	3	1	レア	Cataur	ネコいて座		Lv 30 + 0	6,120	3	16	2500	1042	単体	72	390	1230	346	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1042	1042	3126	1042	1042	1042	1042	1042	1042	0	390	no_update
058	1	0	超激レア	Marauder Cat	ネコシュバリエ	The Dynamites	Lv 30 + 0	22,100	3	7	3400	680	単体	150	195	2250	1446	20％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20	1	816	816	816	816	816	816	816	816	816	0	195	no_update
058	2	0	超激レア	Berserker Cat	ネコベルセルク	The Dynamites	Lv 30 + 0	30,600	3	7	5100	1020	範囲	150	195	2250	1446	40％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40	1	1428	1428	1428	1428	1428	1428	1428	1428	1428	0	195	no_update
058	3	1	超激レア	Paladin Cat	ネコパラディン	The Dynamites	Lv 30 + 0	39,100	3	7	6800	1360	範囲	150	245	2250	1446	50％の確率でクリティカル攻撃 無効（ふっとばす）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	50	1	2040	2040	2040	2040	2040	2040	2040	2040	2040	0	245	no_update
059	1	0	レア	Swordsman Cat	ネコ魔剣士		Lv 30 + 0	9,350	3	11	1700	1545	単体	33	155	630	146	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1545	4635	1545	1545	1545	1545	1545	1545	1545	0	155	no_update
